,2006-05-09,,0.003859050804749131,,0.986422061920166,,0.00971888191998005
60,2007-07-02,,0.918753981590271,,0.009832285344600677,,0.07141371257603168
61,2007-07-12,,0.0035590289626270533,,0.9742681980133057,,0.02217279002070427
62,2007-07-13,,0.7640489339828491,,0.018625816330313683,,0.21732519567012787
63,2007-07-17,,0.9654854536056519,,0.006063476204872131,,0.028451096266508102
64,2007-07-21,0.9739789366722107,,0.006219207309186459,,0.019801905378699303,
65,2007-07-28,0.976707398891449,,0.005773008335381746,,0.017519574612379074,
66,2007-07-30,,0.8719562292098999,,0.016576511319726706,,0.11146723106503487
67,2007-08-01,,0.00462311739102006,,0.9108430743217468,,0.08453375846147537
68,2007-08-06,,0.05353721231222153,,0.11411997675895691,,0.832342803478241
69,2007-08-10,0.013230249285697937,,0.7555001378059387,,0.23126958310604095,
70,2007-08-13,,0.9460979700088501,,0.008317697793245316,,0.045584309846162796
71,2007-08-14,0.38494864106178284,,0.040661271661520004,,0.5743901133537292,
72,2007-08-25,,0.09610725194215775,,0.529529869556427,,0.37436285614967346
73,2007-09-01,0.004838904365897179,,0.9354634881019592,,0.059697605669498444,
74,2007-09-04,0.16388389468193054,,0.03561970591545105,,0.8004963994026184,
75,2007-09-13,,0.9456107020378113,,0.007928661070764065,,0.046460602432489395
76,2007-09-17,0.9835802912712097,,0.00493616284802556,,0.011483535170555115,
77,2007-09-18,,0.9415191411972046,,0.00764671852812171,,0.05083411931991577
78,2007-09-19,,0.10983342677354813,,0.1126493290066719,,0.7775172591209412
79,2007-09-21,,0.7237787246704102,,0.1568509340286255,,0.11937034875154495
80,2007-09-24,0.06304871290922165,,0.06381120532751083,,0.8731400966644287,
81,2007-09-25,,0.07720263116061687,,0.1456441506743431,,0.7771532237529755
82,2007-09-27,,0.0708170011639595,,0.06805799156427383,,0.8611249923706055
83,2007-10-04,0.9653911590576172,,0.00482209911569953,,0.029786787927150726,
84,2007-10-09,,0.023425379768013954,,0.29823368787765503,,0.6783409118652344
85,2007-10-10,0.08285218477249146,,0.04691104218363762,,0.8702367544174194,
86,2007-10-15,,0.03664074465632439,,0.06889115273952484,,0.8944680690765381
87,2007-10-24,,0.0640241876244545,,0.08243501931428909,,0.8535407781600952
88,2007-10-25,,0.4480905532836914,,0.032871981151402,,0.5190374553203583
89,2007-10-30,,0.03324824385344982,,0.2035386711359024,,0.763213038444519
90,2007-11-10,,0.0044739730656147,,0.9790357351303101,,0.016490351408720016
91,2007-11-14,0.010138120502233505,,0.7856477499008179,,0.20421403646469116,
92,2007-11-28,,0.40826284885406494,,0.0381743460893631,,0.5535628199577332
93,2007-12-03,0.5117886066436768,,0.026021521538496017,,0.46218985319137573,
94,2007-12-04,,0.971764326095581,,0.0055103544145822525,,0.022725379094481468
95,2007-12-06,,0.0498490110039711,,0.08811041712760925,,0.8620405793190002
96,2007-12-14,,0.0544557124376297,,0.05743209272623062,,0.8881122469902039
97,2007-12-17,0.0655021220445633,,0.13729925453662872,,0.7971985936164856,
98,2007-12-18,,0.028576305136084557,,0.27228230237960815,,0.6991413831710815
99,2007-12-26,,0.06792731583118439,,0.050398314371705055,,0.8816743791103363
100,2007-12-27,0.9849492907524109,0.47571298480033875,0.004600419197231531,0.033750567585229874,0.01045034546405077,0.4905363917350769
101,2008-01-01,0.03124331496655941,,0.0710265040397644,,0.8977301716804504,
102,2008-01-07,,0.1018451601266861,,0.049724701792001724,,0.8484301567077637
103,2008-01-08,,0.016663869842886925,,0.8640745878219604,,0.11926154047250748
104,2008-01-15,0.7274045944213867,,0.022293690592050552,,0.2503017485141754,
105,2008-01-21,,0.7891092002391815,,0.019123919657431543,,0.19176686834543943
106,2008-02-04,,0.004162745550274849,,0.9678406715393066,,0.02799658477306366
107,2008-02-06,,0.14029495418071747,,0.09406732022762299,,0.7656376361846924
108,2008-02-07,,0.9028656482696533,,0.012737254612147808,,0.08439702540636063
109,2008-02-13,,0.8491968810558319,,0.020026085898280144,,0.13077701348811388
110,2008-02-19,,0.01603979431092739,,0.5338367223739624,,0.45012345910072327
111,2008-02-21,,0.036290835589170456,,0.06892397999763489,,0.8947852253913879
112,2008-02-22,0.9854869842529297,,0.004269769880920649,,0.01024320162832737,
113,2008-02-23,,0.9858296513557434,,0.0038019316270947456,,0.010368394665420055
114,2008-02-27,,0.014795049093663692,,0.7641071081161499,,0.22109781205654144
115,2008-03-03,,0.9838013052940369,,0.004228942561894655,,0.011969811283051968
116,2008-03-04,,0.031979601830244064,,0.09169941395521164,,0.8763209581375122
117,2008-03-05,0.09764858335256577,,0.1296578198671341,,0.7726936340332031,
118,2008-03-13,,0.5885571613907814,,0.024730345467105508,,0.38671248918399215
119,2008-03-14,,0.14507602155208588,,0.07335899025201797,,0.7815649509429932
120,2008-03-18,,0.986369252204895,,0.0045745461247861385,,0.009056263603270054
121,2008-03-20,0.027111701667308807,,0.765221118927002,,0.2076672613620758,
122,2008-03-21,0.45555102825164795,,0.04596090689301491,,0.4984881281852722,
123,2008-03-26,,0.5069045443087816,,0.07536750915460289,,0.417727991938591
124,2008-03-27,,0.035379476845264435,,0.24127197265625,,0.7233485579490662
125,2008-04-01,,0.003142955480143428,,0.9475774168968201,,0.0492795966565609
126,2008-04-11,,0.15366199612617493,,0.32627543807029724,,0.5200625658035278
127,2008-04-15,,0.16494888067245483,,0.04767787083983421,,0.7873731851577759
128,2008-04-16,,0.027612922713160515,,0.44869813323020935,,0.5236889719963074
129,2008-04-18,,0.14247538646062216,,0.09033193315068881,,0.7671927213668823
130,2008-04-19,,0.03731885179877281,,0.07953090965747833,,0.8831502795219421
131,2008-04-22,,0.9676968455314636,,0.005585861392319202,,0.02671719528734684
132,2008-04-25,,0.017532935831695795,,0.6315783560276031,,0.3508886806666851
133,2008-04-26,,0.03731885179877281,,0.07953090965747833,,0.8831502795219421
134,2008-05-03,0.6287777423858643,,0.026257026940584183,,0.3449653089046478,
135,2008-05-04,,0.057675801217556,,0.1075059026479721,,0.8348183035850525
136,2008-05-05,0.03320655599236488,0.9676504135131836,0.19302727282047272,0.005689851939678192,0.7737661600112915,0.0266596507281065
137,2008-05-08,,0.976765513420105,,0.005480187013745308,,0.017754223197698593
138,2008-05-11,0.07323124259710312,0.1849547177553177,0.04597368463873863,0.04571008309721947,0.8807951211929321,0.7693352103233337
139,2008-05-13,0.9869470596313477,,0.004239065572619438,,0.008813881315290928,
140,2008-05-16,,0.5071690306067467,,0.047392938286066055,,0.44543806463479996
141,2008-05-19,0.18126122653484344,,0.04116444289684296,,0.777574360370636,
142,2008-05-21,,0.01883583643939346,,0.5389515906572342,,0.4422125620767474
143,2008-05-24,0.9666281938552856,0.9526432752609253,0.005703976843506098,0.010269857943058014,0.02766786329448223,0.03708690032362938
144,2008-05-26,,0.03143598884344101,,0.07659325748682022,,0.8919708132743835
145,2008-05-29,,0.19779910147190094,,0.0417659617960453,,0.7604348659515381
146,2008-06-09,,0.8359602987766266,,0.012955650687217712,,0.15108402958139777
147,2008-06-15,,0.04605153575539589,,0.1708461344242096,,0.7831023335456848
148,2008-06-17,,0.98783278465271,,0.003807856934145093,,0.008359321393072605
149,2008-06-21,0.9859906435012817,0.04808701202273369,0.004198367707431316,0.07444453239440918,0.009811046533286572,0.877468466758728
150,2008-06-22,0.08741907775402069,,0.14297643303871155,,0.7696045637130737,
151,2008-06-24,0.9855160117149353,0.00816843006759882,0.0038147098384797573,0.9729388952255249,0.010669318959116936,0.018892640247941017
152,2008-06-27,0.9876701831817627,0.6519629806280136,0.003941503819078207,0.020964751485735178,0.008388328365981579,0.3270722720772028
153,2008-07-03,,0.026124492287635803,,0.1792580634355545,,0.7946174740791321
154,2008-07-05,,0.040261708199977875,,0.17079593241214752,,0.7889423966407776
155,2008-07-06,0.9673503637313843,,0.00749236112460494,,0.02515728771686554,
156,2008-07-08,,0.08240550756454468,,0.05502959340810776,,0.8625648617744446
157,2008-07-11,,0.03026171401143074,,0.06316299736499786,,0.9065752625465393
158,2008-07-18,,0.006541270762681961,,0.8592526912689209,,0.13420610129833221
159,2008-07-19,0.002401485573500395,0.9850717782974243,0.987481951713562,0.003932060208171606,0.010116574354469776,0.01099623553454876
160,2008-07-28,0.003389029996469617,0.035940516740083694,0.9877771735191345,0.08746648579835892,0.008833826519548893,0.8765930533409119
161,2008-07-29,,0.07444804906845093,,0.048211719840765,,0.8773402571678162
162,2008-07-30,,0.9853266477584839,,0.003760723862797022,,0.010912647470831871
163,2008-07-31,,0.05318397656083107,,0.04981277510523796,,0.8970032930374146
164,2008-08-05,,0.022774837911128998,,0.889223575592041,,0.08800167590379715
165,2008-08-08,,0.951519250869751,,0.0071207815781235695,,0.041359979659318924
166,2008-08-09,0.11645597964525223,,0.05643979087471962,,0.8271041512489319,
167,2008-08-10,,0.09509524703025818,,0.04128171503543854,,0.8636230230331421
168,2008-08-13,0.003925718367099762,0.9636024236679077,0.9488911628723145,0.011421320959925652,0.04718312248587608,0.0249762162566185
169,2008-08-15,,0.08345723152160645,,0.07526391744613647,,0.8412787914276123
170,2008-08-18,,0.03603065758943558,,0.11189580708742142,,0.8520735502243042
171,2008-08-20,0.03030990995466709,,0.6805519461631775,,0.2891380786895752,
172,2008-08-26,,0.028980445116758347,,0.09464030712842941,,0.8763791918754578
173,2008-08-27,0.07373024523258209,,0.05413573980331421,,0.8721340298652649,
174,2008-08-28,,0.7750111222267151,,0.018905537202954292,,0.20608332753181458
175,2008-09-07,0.4323834776878357,,0.03954672813415527,,0.5280698537826538,
176,2008-09-09,,0.024087421596050262,,0.5133777260780334,,0.46253490447998047
177,2008-09-13,0.9806709289550781,0.983104407787323,0.004186358768492937,0.0042050357442349195,0.015142732299864292,0.01269049197435379
178,2008-09-16,,0.9838942885398865,,0.005772292148321867,,0.010333424434065819
179,2008-09-20,0.04900417476892471,,0.37006875872612,,0.5809270143508911,
180,2008-09-22,,0.008294645696878433,,0.9426416754722595,,0.04906369373202324
181,2008-09-23,,0.010185220278799534,,0.9482178092002869,,0.0415969118475914
182,2008-09-25,,0.9043511152267456,,0.010557056404650211,,0.08509188145399094
183,2008-10-03,,0.024135952815413475,,0.20140831917524338,,0.7744557559490204
184,2008-10-04,,0.08966758847236633,,0.12834298610687256,,0.7819894552230835
185,2008-10-10,,0.03437463939189911,,0.16694408655166626,,0.7986811995506287
186,2008-10-12,0.9604721069335938,,0.013929326087236404,,0.025598570704460144,
187,2008-10-13,0.034244831651449203,,0.0803038626909256,,0.8854513168334961,
188,2008-10-14,,0.6242430210113525,,0.02518642321228981,,0.35057058930397034
189,2008-10-17,,0.3954425323754549,,0.2812118912115693,,0.3233455866575241
190,2008-10-22,0.03000936657190323,,0.15596620738506317,,0.8140244483947754,
191,2008-10-23,,0.6508159837685525,,0.32520371706535417,,0.023980289697647095
192,2008-10-24,,0.018252616748213768,,0.7734416127204895,,0.2083057314157486
193,2008-10-25,,0.0030941972509026527,,0.9840793311595917,,0.012826473917812109
194,2008-10-29,0.11190307140350342,0.039459820836782455,0.06523355096578598,0.05707009881734848,0.8228633403778076,0.9034700989723206
195,2008-11-04,,0.1085022184997797,,0.06871252320706844,,0.8227852582931519
196,2008-11-09,,0.027136310935020447,,0.3731157183647156,,0.5997480154037476
197,2008-11-12,0.9879286885261536,,0.003964845556765795,,0.008106473833322525,
198,2008-11-13,,0.3686495404690504,,0.0578351141884923,,0.5735153257846832
199,2008-11-14,,0.004208472557365894,,0.9843846559524536,,0.011406891979277134
200,2008-11-17,,0.5019572861492634,,0.05952943954616785,,0.4385132873430848
201,2008-11-18,0.07331711798906326,,0.09460700303316116,,0.8320758938789368,
202,2008-11-21,0.20328275859355927,0.9863064289093018,0.10003047436475754,0.0043861051090061665,0.6966867446899414,0.009307478554546833
203,2008-11-22,,0.020500026643276215,,0.825558066368103,,0.15394186973571777
204,2008-11-25,,0.907162606716156,,0.01103510893881321,,0.08180224150419235
205,2008-11-27,,0.03951166942715645,,0.08869384974241257,,0.8717945218086243
206,2008-11-28,,0.022789517417550087,,0.23678827285766602,,0.7404221892356873
207,2008-12-04,,0.8464718461036682,,0.01657196693122387,,0.13695615530014038
208,2008-12-12,,0.0029795803129673004,,0.9885169267654419,,0.008503480814397335
209,2008-12-13,0.9689676761627197,0.9757131338119507,0.005300072021782398,0.005081807728856802,0.025732213631272316,0.019205089658498764
210,2008-12-15,,0.520770207978785,,0.1387000686954707,,0.34052976593375206
211,2008-12-16,,0.010424523614346981,,0.8535335659980774,,0.13604195415973663
212,2008-12-20,,0.00946290884166956,,0.8270085453987122,,0.16352863609790802
213,2008-12-22,,0.9873257875442505,,0.0052629504352808,,0.007411177735775709
214,2008-12-23,,0.058010565117001534,,0.19440434500575066,,0.7475850880146027
215,2008-12-26,,0.018515255069360137,,0.4615698829293251,,0.5199148654937744
216,2009-01-06,,0.30218589305877686,,0.048176467418670654,,0.6496376395225525
217,2009-01-08,,0.006460311356931925,,0.8618317246437073,,0.13170795142650604
218,2009-01-09,0.07342506945133209,0.0368032343685627,0.06457334011793137,0.09966612607240677,0.8620015978813171,0.8635306358337402
219,2009-01-18,,0.014128140173852444,,0.6471945643424988,,0.3386772572994232
220,2009-01-28,,0.11396961659193039,,0.04922773689031601,,0.8368026614189148
221,2009-02-01,0.07331711798906326,,0.09460700303316116,,0.8320758938789368,
222,2009-02-03,0.07331711798906326,,0.09460700303316116,,0.8320758938789368,
223,2009-02-05,,0.9412060379981995,,0.008726541884243488,,0.05006745085120201
224,2009-02-12,,0.8289610147476196,,0.01743086241185665,,0.15360814332962036
225,2009-02-18,,0.05442848056554794,,0.08105707913637161,,0.8645144104957581
226,2009-02-23,,0.10997778177261353,,0.08844717592000961,,0.8015750646591187
227,2009-02-24,,0.010983416810631752,,0.856961190700531,,0.13205543160438538
228,2009-02-26,,0.987174928188324,,0.0036747020203620195,,0.009150350466370583
229,2009-02-27,0.005333485547453165,0.030941491946578026,0.8998395800590515,0.8643636107444763,0.09482690691947937,0.10469485819339752
230,2009-03-04,,0.08206086233258247,,0.0850286465138197,,0.8329105079174042
231,2009-03-12,,0.006570439785718918,,0.9362671375274658,,0.057162437587976456
232,2009-03-13,,0.024954484775662422,,0.7886214256286621,,0.18642407655715942
233,2009-03-19,,0.584220290184021,,0.026185551658272743,,0.38959407806396484
234,2009-03-24,,0.03313235193490982,,0.10644695907831192,,0.8604207038879395
235,2009-03-26,,0.03901044651865959,,0.05641495808959007,,0.9045746326446533
236,2009-04-02,,0.012651451863348484,,0.5238757729530334,,0.46347278356552124
237,2009-04-04,,0.0070540402084589005,,0.8301840424537659,,0.16276182234287262
238,2009-04-06,,0.6383623878161112,,0.02764811149487893,,0.3339895059665044
239,2009-04-08,0.03231927007436752,,0.12802278995513916,,0.8396579623222351,
240,2009-04-15,,0.06916428357362747,,0.05699842795729637,,0.8738372921943665
241,2009-04-16,,0.8383920788764954,,0.014966043643653393,,0.14664189517498016
242,2009-04-18,,0.043212030082941055,,0.10359258204698563,,0.8531954288482666
243,2009-04-22,,0.024772904813289642,,0.4394606351852417,,0.5357664823532104
244,2009-04-28,,0.003739948384463787,,0.974163293838501,,0.022096751257777214
245,2009-04-29,,0.5142270978540182,,0.04762383480556309,,0.4381490550003946
246,2009-05-02,,0.5008497289381921,,0.32944788807071745,,0.16970237717032433
247,2009-05-05,,0.26950541138648987,,0.04544266313314438,,0.6850519180297852
248,2009-05-08,0.04029463976621628,,0.07445049285888672,,0.8852548599243164,
249,2009-05-13,,0.9735637903213501,,0.005189646501094103,,0.021246638149023056
250,2009-05-14,,0.008559953421354294,,0.8101541996002197,,0.1812858283519745
251,2009-05-16,,0.0022975041065365076,,0.9729817509651184,,0.024720773100852966
252,2009-05-20,,0.051310017704963684,,0.12948429584503174,,0.8192057013511658
253,2009-05-23,,0.03392086178064346,,0.0567135252058506,,0.9093656539916992
254,2009-05-27,0.05211108177900314,,0.06449098885059357,,0.8833979368209839,
255,2009-06-03,,0.26096224784851074,,0.059193357825279236,,0.6798443794250488
256,2009-06-11,,0.9785929918289185,,0.004552922211587429,,0.01685412973165512
257,2009-06-13,,0.9528793096542358,,0.007862341590225697,,0.03925837576389313
258,2009-06-15,,0.978033721446991,,0.004875504411756992,,0.01709083467721939
259,2009-06-17,,0.0015730246668681502,,0.9908532500267029,,0.007573787122964859
260,2009-06-25,0.07716170698404312,,0.06294672191143036,,0.8598915934562683,
261,2009-06-30,,0.08797750622034073,,0.06003263220191002,,0.8519898653030396
262,2009-07-01,0.07331711798906326,,0.09460700303316116,,0.8320758938789368,
263,2009-07-06,,0.3540332615375519,,0.04187510535120964,,0.6040917038917542
264,2009-07-07,,0.39858555793762207,,0.03548678755760193,,0.5659276247024536
265,2009-07-08,0.019335453398525715,,0.4559984728693962,,0.5246661081910133,
266,2009-07-09,0.07561072707176208,,0.07853848487138748,,0.8458508253097534,
267,2009-07-13,0.05882951617240906,,0.06937307119369507,,0.8717973828315735,
268,2009-07-14,,0.9815210700035095,,0.0059770275838673115,,0.012501902878284454
269,2009-07-17,,0.23589953780174255,,0.04174352437257767,,0.722356915473938
270,2009-07-20,,0.9876592755317688,,0.005053066648542881,,0.007287680171430111
271,2009-07-23,0.34044909477233887,,0.03996879234910011,,0.6195821166038513,
272,2009-07-27,,0.0022082726936787367,,0.9832153916358948,,0.014576324261724949
273,2009-07-28,,0.9873994588851929,,0.004344940651208162,,0.008255610242486
274,2009-08-03,,0.04547858238220215,,0.425866961479187,,0.5286544561386108
275,2009-08-15,,0.06901426240801811,,0.21825364232063293,,0.7127320766448975
276,2009-08-18,,0.011243828572332859,,0.7034950852394104,,0.28526103496551514
277,2009-08-22,,0.003317763563245535,,0.9831414222717285,,0.013540806248784065
278,2009-08-26,0.047538142651319504,,0.06493353098630905,,0.8875283002853394,
279,2009-08-27,,0.6116659641265869,,0.025926539674401283,,0.36240747570991516
280,2009-08-28,0.03374181687831879,0.9721677303314209,0.06544394046068192,0.004943277221173048,0.9008142352104187,0.022889012470841408
281,2009-08-31,,0.033885881304740906,,0.09032812714576721,,0.8757860660552979
282,2009-09-04,0.9840840697288513,0.9679274559020996,0.004261630587279797,0.006172219756990671,0.011654405854642391,0.025900281965732574
283,2009-09-05,,0.001738700782880187,,0.988149881362915,,0.010111447423696518
284,2009-09-06,,0.01341861393302679,,0.5598558187484741,,0.4267255663871765
285,2009-09-07,,0.9869557619094849,,0.003629906801506877,,0.009414315223693848
286,2009-09-09,,0.004114009439945221,,0.9562039375305176,,0.039682090282440186
287,2009-09-10,0.03083154372870922,0.015913167968392372,0.25565940141677856,0.461762011051178,0.7135090827941895,0.5223248600959778
288,2009-09-11,,0.909128725528717,,0.011148729361593723,,0.0797225683927536
289,2009-09-17,,0.02153949625790119,,0.5911480188369751,,0.38731250166893005
290,2009-09-22,,0.9786558151245117,,0.004422497004270554,,0.0169216338545084
291,2009-09-30,0.010370057076215744,0.961539626121521,0.822181224822998,0.011997571215033531,0.1674487590789795,0.02646281011402607
292,2009-10-04,,0.01176892314106226,,0.5347462892532349,,0.45348474383354187
293,2009-10-07,,0.006009397562593222,,0.9046142101287842,,0.08937641233205795
294,2009-10-11,,0.010314195416867733,,0.917615532875061,,0.07207026332616806
295,2009-10-15,,0.349820077419281,,0.06072995811700821,,0.5894500017166138
296,2009-10-16,0.03614727780222893,0.013601197861135006,0.08099307864904404,0.6314921379089355,0.8828595876693726,0.35490673780441284
297,2009-10-19,0.07826720178127289,,0.07068350911140442,,0.8510492444038391,
298,2009-10-22,,0.11904289573431015,,0.19291798770427704,,0.6880391240119934
299,2009-10-27,,0.02420990914106369,,0.4087375998497009,,0.5670524835586548
300,2009-11-02,,0.9668375849723816,,0.005952396430075169,,0.027210012078285217
301,2009-11-03,0.07331711798906326,,0.09460700303316116,,0.8320758938789368,
302,2009-11-11,,0.8197314739227295,,0.026593463495373726,,0.1536751240491867
303,2009-11-26,,0.04014130309224129,,0.07762698829174042,,0.8822317719459534
304,2009-12-23,0.32682299613952637,,0.0767245665192604,,0.5964524149894714,
305,2010-01-08,,0.03308037668466568,,0.11283504962921143,,0.8540844917297363
306,2010-01-09,0.43201780319213867,,0.036296963691711426,,0.5316852927207947,
307,2010-01-14,,0.8764632642269135,,0.0161767709068954,,0.10735992901027203
308,2010-01-15,,0.007258397061377764,,0.793608546257019,,0.199133038520813
309,2010-02-12,,0.014207610860466957,,0.7363729476928711,,0.24941948056221008
310,2010-02-16,0.008421443402767181,,0.961796224117279,,0.02978234365582466,
311,2010-02-25,,0.9272448420524597,,0.010527712292969227,,0.062227457761764526
312,2010-02-27,,0.9528143405914307,,0.006807927507907152,,0.04037779942154884
313,2010-03-05,,0.6592789888381958,,0.02123107574880123,,0.3194899559020996
314,2010-03-09,0.014018870890140533,,0.8019365668296814,,0.18404452502727509,
315,2010-03-15,,0.04808895289897919,,0.12857292592525482,,0.8233380913734436
316,2010-03-17,,0.002981652971357107,,0.9782946705818176,,0.0187236275523901
317,2010-03-18,,0.004499522037804127,,0.9883205890655518,,0.00717984838411212
318,2010-03-29,,0.07445977628231049,,0.05762076377868652,,0.8679194450378418
319,2010-04-05,,0.008623739704489708,,0.7561200857162476,,0.2352561354637146
320,2010-04-08,0.0158053208142519,,0.8831408619880676,,0.10105372220277786,
321,2010-04-09,0.9755774140357971,,0.004701872356235981,,0.01972062699496746,
322,2010-04-13,,0.9558425545692444,,0.007287056650966406,,0.036870382726192474
323,2010-04-14,0.09594586491584778,0.07067688554525375,0.047281015664339066,0.03906906396150589,0.8567730784416199,0.8902540802955627
324,2010-04-15,,0.028061602264642715,,0.12689617276191711,,0.8450422883033752
325,2010-04-17,,0.032790664583444595,,0.10744708776473999,,0.8597621917724609
326,2010-04-20,,0.0020818673074245453,,0.9820891618728638,,0.015828989446163177
327,2010-04-24,,0.003805651096627116,,0.9395554065704346,,0.056638963520526886
328,2010-04-29,,0.07353942841291428,,0.05050714313983917,,0.8759533762931824
329,2010-05-07,,0.018540361896157265,,0.22475343942642212,,0.756706178188324
330,2010-05-20,,0.4058458572253585,,0.29699669033288956,,0.2971574738621712
331,2010-05-25,,0.0037618072237819433,,0.9700455069541931,,0.026192639023065567
332,2010-06-02,0.9638880491256714,,0.006651229690760374,,0.029460646212100983,
333,2010-06-07,,0.5117343477904797,,0.03623887419234961,,0.45202683098614216
334,2010-06-09,,0.9880595803260803,,0.003974513616412878,,0.007965810596942902
335,2010-06-10,,0.03470820188522339,,0.14351052045822144,,0.8217813372612
336,2010-06-29,,0.19171571731567383,,0.04080846905708313,,0.7674759030342102
337,2010-07-12,,0.9041088223457336,,0.010382328182458878,,0.08550883829593658
338,2010-07-29,,0.008055456914007664,,0.8252127766609192,,0.16673174500465393
339,2010-08-06,0.1221449002623558,0.05711635202169418,0.041133515536785126,0.08190452307462692,0.8367215394973755,0.8609790802001953
340,2010-08-21,,0.026139993220567703,,0.2981981337070465,,0.6756619215011597
341,2010-08-23,,0.014975229278206825,,0.5348215773701668,,0.45020318822935224
342,2010-08-25,,0.029507260769605637,,0.13263444602489471,,0.8378583192825317
